dist;name;north_Y_;east_X_;height;layer;Type;Width;Dam_width;Slope_cleaned;Dam_Slope;SlopeMovWin_cleaned;Dam_SlopeMovWin;Sinuosity_MovWin;Dam_SinuosityMovWin;Sinuosity140;Dam_Sinuosity140;SinuosityCustom;Dam_SinuosityCustom
4780;;;;;;No Dam;26;NA;0.933;NA;0.665;NA;1.008;NA;1.02;NA;1.011;NA
4790;GPS0021;6987016.953;562936.391;103.798;soknaicedamsurvy;No Dam;26;NA;0.547;0.547;0.615;0.615;1.009;1.009;1.02;1.02;1.011;1.11.
4800;;;;;;No Dam;17;NA;0.547;NA;0.434;NA;1.01;NA;1.02;NA;1.011;NA
4810;;;;;;No Dam;24;NA;0.547;NA;0.488;NA;1.012;NA;1.02;NA;1.011;NA
4820;;;;;;No Dam;29;NA;0.22;NA;0.292;NA;1.017;NA;1.02;NA;1.011;NA
4830;;;;;;No Dam;36;NA;0.22;NA;0.039;NA;1.025;NA;1.02;NA;1.041;NA
4840;;;;;;No Dam;38;NA;0.332;NA;0.411;NA;1.031;NA;1.02;NA;1.041;NA
4850;;;;;;No Dam;40;NA;0.332;NA;0.426;NA;1.036;NA;1.02;NA;1.041;NA
4860;;;;;;No Dam;41;NA;0.497;NA;0.324;NA;1.042;NA;1.02;NA;1.041;NA
4870;;;;;;No Dam;42;NA;0.497;NA;0.309;NA;1.044;NA;1.02;NA;1.041;NA
4880;;;;;;No Dam;39;NA;0.479;NA;0.388;NA;1.041;NA;1.02;NA;1.041;NA
4890;;;;;;No Dam;42;NA;0.479;NA;0.759;NA;1.034;NA;1.02;NA;1.041;NA
4900;;;;;;No Dam;39;NA;0.946;NA;0.75;NA;1.027;NA;1.007;NA;1.041;NA
4910;;;;;;No Dam;35;NA;0.946;NA;1.246;NA;1.023;NA;1.007;NA;1.041;NA
4916.649301;;;;;;Ice Dam;36;36;1.469;NA;1.164;NA;1.021;NA;1.007;NA;1.041;NA
4920;;;;;;No Dam;37;NA;1.469;NA;0.953;NA;1.016;NA;1.007;NA;1.041;NA
4930;GPS0022;6987130.413;562982.563;100.922;soknaicedamsurvy;No Dam;37;NA;1.141;1.141;1.302;1.302;1.013;1.013;1.007;1.007;1.041;1.41.
4940;;;;;;No Dam;38;NA;1.141;NA;1.388;NA;1.012;NA;1.007;NA;1.041;NA
4950;;;;;;No Dam;39;NA;1.141;NA;1.249;NA;1.009;NA;1.007;NA;1.041;NA
4960;;;;;;No Dam;36;NA;1.043;NA;1.058;NA;1.007;NA;1.007;NA;1.041;NA
4970;;;;;;No Dam;34;NA;1.043;NA;1.111;NA;1.006;NA;1.007;NA;1.041;NA
4980;;;;;;No Dam;33;NA;1.223;NA;1.348;NA;1.005;NA;1.007;NA;1.041;NA
4990;;;;;;No Dam;33;NA;1.223;NA;1.266;NA;1.004;NA;1.007;NA;1.041;NA
5000;;;;;;No Dam;31;NA;1.678;NA;1.589;NA;1.003;NA;1.007;NA;1.041;NA
5010;;;;;;No Dam;30;NA;1.678;NA;1.903;NA;1.003;NA;1.007;NA;1.041;NA
5020;;;;;;No Dam;31;NA;2.157;NA;1.695;NA;1.003;NA;1.007;NA;1.041;NA
5024.51602;;;;;;Ice Dam;33;33;2.157;NA;2.241;NA;1.002;NA;1.007;NA;1.041;NA
5030;;;;;;No Dam;33;NA;1.869;NA;2.334;NA;1.002;NA;1.009;NA;1.041;NA
5040;GPS0023;6987201.768;563057.89;102.791;soknaicedamsurvy;No Dam;34;NA;1.869;1.869;1.887;1.887;1.002;1.002;1.009;1.009;1.041;1.41.
5050;;;;;;No Dam;33;NA;1.869;NA;1.228;NA;1.002;NA;1.009;NA;1.041;NA
5060;;;;;;No Dam;35;NA;0.409;NA;0.638;NA;1.001;NA;1.009;NA;1.041;NA
5070;;;;;;No Dam;36;NA;0.409;NA;0.269;NA;1.001;NA;1.009;NA;1.041;NA
5080;;;;;;No Dam;37;NA;0.436;NA;0.105;NA;1.002;NA;1.009;NA;1.041;NA
5090;;;;;;No Dam;36;NA;0.436;NA;0.652;NA;1.004;NA;1.009;NA;1.041;NA
5100;;;;;;No Dam;36;NA;0.941;NA;0.823;NA;1.008;NA;1.009;NA;1.041;NA
5110;;;;;;No Dam;37;NA;0.941;NA;1.184;NA;1.012;NA;1.009;NA;1.028;NA
5120;;;;;;No Dam;36;NA;1.524;NA;1.274;NA;1.016;NA;1.009;NA;1.028;NA
5130;;;;;;No Dam;33;NA;1.524;NA;1.423;NA;1.02;NA;1.009;NA;1.028;NA
5140;;;;;;No Dam;28;NA;1.692;NA;2.13;NA;1.024;NA;1.009;NA;1.028;NA
5150;;;;;;No Dam;26;NA;1.692;NA;2.018;NA;1.026;NA;1.009;NA;1.028;NA
5154.664257;;;;;;Ice Dam;27;27;1.404;NA;1.929;NA;1.026;NA;1.009;NA;1.028;NA
5160;;;;;;No Dam;27;NA;1.404;NA;0.979;NA;1.024;NA;1.009;NA;1.028;NA
5170;GPS0024;6987297.674;563142.873;104.294;soknaicedamsurvy;No Dam;27;NA;0.501;0.501;0.333;0.333;1.023;1.023;1.004;1.004;1.028;1.28.
5180;;;;;;No Dam;28;NA;0.501;NA;0.18;NA;1.021;NA;1.004;NA;1.028;NA
5190;;;;;;No Dam;31;NA;0.501;NA;0.463;NA;1.016;NA;1.004;NA;1.028;NA
5200;;;;;;No Dam;34;NA;0.51;NA;0.489;NA;1.011;NA;1.004;NA;1.028;NA
5210;;;;;;No Dam;32;NA;0.51;NA;0.516;NA;1.007;NA;1.004;NA;1.028;NA
5220;;;;;;No Dam;31;NA;0.465;NA;0.415;NA;1.006;NA;1.004;NA;1.028;NA
5230;;;;;;No Dam;32;NA;0.465;NA;0.537;NA;1.004;NA;1.004;NA;1.028;NA
5240;;;;;;No Dam;32;NA;0.989;NA;1.061;NA;1.003;NA;1.004;NA;1.028;NA
5250;;;;;;No Dam;32;NA;0.989;NA;1.193;NA;1.004;NA;1.004;NA;1.028;NA
5260;;;;;;No Dam;32;NA;1.167;NA;1.075;NA;1.005;NA;1.004;NA;1.028;NA
5270;;;;;;No Dam;32;NA;1.167;NA;1.024;NA;1.005;NA;1.004;NA;1.028;NA
5280;;;;;;No Dam;34;NA;1.243;NA;1.306;NA;1.005;NA;1.004;NA;1.028;NA
5290;;;;;;No Dam;33;NA;1.243;NA;1.283;NA;1.005;NA;1.004;NA;1.028;NA
5300;;;;;;No Dam;31;NA;1.77;NA;1.575;NA;1.004;NA;1.004;NA;1.028;NA
5310;;;;;;No Dam;30;NA;1.77;NA;2.332;NA;1.003;NA;1.004;NA;1.028;NA
5319.272447;;;;;;Ice Dam;29;29;2.082;NA;2.751;NA;1.003;NA;1.001;NA;1.001;NA
5320;;;;;;No Dam;29;NA;2.082;NA;2.23;NA;1.002;NA;1.001;NA;1.001;NA
5330;GPS0025;6987446.495;563201.65;100.09;soknaicedamsurvy;No Dam;30;NA;1.631;1.631;1.267;1.267;1.001;1.001;1.001;1.001;1.001;1.1.
5340;;;;;;No Dam;32;NA;1.631;NA;1.267;NA;1.001;NA;1.001;NA;1.001;NA
5350;;;;;;No Dam;33;NA;1.631;NA;0.933;NA;1.001;NA;1.001;NA;1.001;NA
5360;;;;;;No Dam;33;NA;0.934;NA;0.599;NA;1.001;NA;1.001;NA;1.001;NA
5370;;;;;;No Dam;33;NA;0.934;NA;1.142;NA;1.001;NA;1.001;NA;1.001;NA
5380;;;;;;No Dam;34;NA;0.847;NA;1.2;NA;1.001;NA;1.001;NA;1.001;NA
5390;;;;;;No Dam;34;NA;0.847;NA;0.961;NA;1.001;NA;1.001;NA;1.001;NA
5400;;;;;;No Dam;33;NA;1.328;NA;1.15;NA;1.001;NA;1.001;NA;1.001;NA
5402.356222;;;;;;Ice Dam;33;33;1.328;NA;1.289;NA;1.001;NA;1.001;NA;1.001;NA
5410;;;;;;No Dam;33;NA;1.3;NA;1.58;NA;1.001;NA;1.001;NA;1.001;NA
5420;GPS0026;6987528.069;563222.789;99.681;soknaicedamsurvy;No Dam;33;NA;1.3;1.3;1.304;1.304;1.001;1.001;1.001;1.001;1.001;1.1.
5430;;;;;;No Dam;33;NA;1.3;NA;1.026;NA;1.001;NA;1.001;NA;1.001;NA
5440;;;;;;No Dam;33;NA;0.648;NA;0.273;NA;1;NA;1.001;NA;1.001;NA
5450;;;;;;No Dam;34;NA;0.648;NA;0.716;NA;1;NA;1.001;NA;1.001;NA
5460;;;;;;No Dam;34;NA;0.539;NA;0.589;NA;1;NA;1.001;NA;1.001;NA
5470;;;;;;No Dam;35;NA;0.539;NA;0.897;NA;1;NA;1.001;NA;1.001;NA
5480;;;;;;No Dam;35;NA;1.644;NA;1.358;NA;1;NA;1.001;NA;1.001;NA
5490;;;;;;No Dam;36;NA;1.644;NA;1.451;NA;1;NA;1.001;NA;1.001;NA
5490.51847;;;;;;Ice Dam;36;36;0.998;NA;1.317;NA;1;NA;1.001;NA;1.001;NA
5500;;;;;;No Dam;36;NA;0.998;NA;1.399;NA;1.001;NA;1.001;NA;1.001;NA
5510;GPS0027;6987611.623;563250.737;97.802;soknaicedamsurvy;No Dam;35;NA;0.998;0.998;1.448;1.448;1.001;1.001;1.001;1.001;1.001;1.1.
5520;;;;;;No Dam;35;NA;1.234;NA;1.217;NA;1.001;NA;1.001;NA;1.001;NA
5530;;;;;;No Dam;35;NA;1.234;NA;0.753;NA;1.001;NA;1.001;NA;1.001;NA
5540;;;;;;No Dam;36;NA;0.311;NA;0.349;NA;1.002;NA;1.001;NA;1.001;NA
5550;;;;;;No Dam;49;NA;0.311;NA;0.282;NA;1.002;NA;1.001;NA;1.001;NA
5560;;;;;;No Dam;54;NA;0.537;NA;0.315;NA;1.002;NA;1.001;NA;1.001;NA
5570;;;;;;No Dam;58;NA;0.537;NA;0.585;NA;1.002;NA;1.001;NA;1.053;NA
5580;;;;;;No Dam;62;NA;0.348;NA;0.502;NA;1.002;NA;1.001;NA;1.053;NA
5590;;;;;;No Dam;65;NA;0.348;NA;0.601;NA;1.001;NA;1.001;NA;1.053;NA
5600;;;;;;No Dam;67;NA;0.797;NA;0.813;NA;1.001;NA;1.001;NA;1.053;NA
5610;;;;;;No Dam;28;NA;0.797;NA;0.701;NA;1.001;NA;1.001;NA;1.053;NA
5620;;;;;;No Dam;23;NA;1.628;NA;0.805;NA;1.001;NA;1.001;NA;1.053;NA
5630;;;;;;No Dam;21;NA;1.628;NA;1.449;NA;1;NA;1.001;NA;1.053;NA
5640;;;;;;No Dam;19;NA;0.694;NA;1.241;NA;1;NA;1.001;NA;1.053;NA
5650;;;;;;No Dam;19;NA;0.694;NA;0.942;NA;1.001;NA;1.001;NA;1.053;NA
5660;;;;;;No Dam;18;NA;1.269;NA;1.337;NA;1.001;NA;1.001;NA;1.053;NA
5667.699086;;;;;;Ice Dam;18;18;1.269;NA;1.382;NA;1.001;NA;1.001;NA;1.053;NA
5670;;;;;;No Dam;18;NA;1.406;NA;1.287;NA;1.002;NA;1.001;NA;1.053;NA
5680;GPS0028;6987782.323;563294.522;99.979;soknaicedamsurvy;No Dam;17;NA;1.406;1.406;1.354;1.354;1.002;1.002;1.001;1.001;1.053;1.53.
5690;;;;;;No Dam;15;NA;1.406;NA;1.347;NA;1.002;NA;1.001;NA;1.053;NA
5700;;;;;;No Dam;16;NA;1.124;NA;1.33;NA;1.004;NA;1.001;NA;1.053;NA
5710;;;;;;No Dam;38;NA;1.124;NA;0.98;NA;1.006;NA;1.001;NA;1.053;NA
5720;;;;;;No Dam;32;NA;0.511;NA;0.759;NA;1.01;NA;1.001;NA;1.053;NA
5721.087569;;;;;;Ice Dam;32;32;0.511;NA;0.546;NA;1.012;NA;1.019;NA;1.053;NA
5730;;;;;;No Dam;32;NA;0.573;NA;0.389;NA;1.014;NA;1.019;NA;1.053;NA
5740;GPS0029;6987832.1;563306.844;95.728;soknaicedamsurvy;No Dam;33;NA;0.573;0.573;0.481;0.481;1.014;1.014;1.019;1.019;1.053;1.53.
5750;;;;;;No Dam;33;NA;0.573;NA;0.527;NA;1.017;NA;1.019;NA;1.053;NA
5760;;;;;;No Dam;32;NA;0.752;NA;0.685;NA;1.019;NA;1.019;NA;1.053;NA
5770;;;;;;No Dam;33;NA;0.752;NA;0.843;NA;1.021;NA;1.019;NA;1.053;NA
5770.081925;;;;;;Ice Dam;34;34;1.757;NA;1.801;NA;1.023;NA;1.019;NA;1.053;NA
5780;;;;;;No Dam;36;NA;1.757;NA;1.954;NA;1.022;NA;1.019;NA;1.053;NA
5790;GPS0030;6987878.703;563309.596;95.053;soknaicedamsurvy;No Dam;36;NA;1.757;1.757;1.954;1.954;1.022;1.022;1.019;1.019;1.053;1.53.
5800;;;;;;No Dam;34;NA;1.601;NA;1.517;NA;1.019;NA;1.019;NA;1.053;NA
5810;;;;;;No Dam;35;NA;1.601;NA;1.154;NA;1.017;NA;1.019;NA;1.053;NA
5820;;;;;;No Dam;35;NA;0.353;NA;0.813;NA;1.016;NA;1.019;NA;1.053;NA
5830;;;;;;No Dam;36;NA;0.353;NA;0.593;NA;1.013;NA;1.019;NA;1.053;NA
5840;;;;;;No Dam;38;NA;1.511;NA;1.279;NA;1.011;NA;1.019;NA;1.053;NA
5850;;;;;;No Dam;39;NA;1.511;NA;1.166;NA;1.009;NA;1.019;NA;1.053;NA
5860;;;;;;No Dam;39;NA;0.606;NA;0.47;NA;1.008;NA;1.019;NA;1.053;NA
5870;;;;;;No Dam;40;NA;0.606;NA;0.959;NA;1.006;NA;1.001;NA;1.053;NA
5880;;;;;;No Dam;39;NA;0.873;NA;1.037;NA;1.003;NA;1.001;NA;1.053;NA
5890;;;;;;No Dam;38;NA;0.873;NA;0.646;NA;1.002;NA;1.001;NA;1.053;NA
5900;;;;;;No Dam;37;NA;1.972;NA;1.387;NA;1.001;NA;1.001;NA;1.053;NA
5902.535431;;;;;;Ice Dam;32;32;1.972;NA;3.041;NA;1.001;NA;1.001;NA;1.053;NA
5910;;;;;;No Dam;32;NA;2.129;NA;3.004;NA;1.001;NA;1.001;NA;1.053;NA
5915.038838;GPS0031;6987995.703;563257.972;94.023;soknaicedamsurvy;Ice Dam;39;39;2.129;2.129;2.278;2.278;1.001;1.001;1.001;1.001;1.053;1.53
5920;;;;;;No Dam;39;NA;2.129;NA;1.154;NA;1.001;NA;1.001;NA;1.053;NA
5930;GPS0032;6988008.183;563253.302;93.37;soknaicedamsurvy;No Dam;40;NA;1.779;1.779;1.195;1.195;1.001;1.001;1.001;1.001;1.053;1.53.
5940;;;;;;No Dam;40;NA;1.779;NA;1.295;NA;1.001;NA;1.001;NA;1.053;NA
5949.666763;;;;;;Ice Dam;41;41;1.779;NA;1.624;NA;1.001;NA;1.001;NA;1.053;NA
5950;;;;;;No Dam;41;NA;1.638;NA;1.758;NA;1.001;NA;1.001;NA;1.053;NA
5960;GPS0033;6988038.259;563235.916;99.992;soknaicedamsurvy;No Dam;42;NA;1.638;1.638;2.067;2.067;1.001;1.001;1.001;1.001;1.053;1.53.
5970;;;;;;No Dam;42;NA;1.638;NA;2.299;NA;1.001;NA;1.001;NA;1.053;NA
5980;;;;;;No Dam;40;NA;1.367;NA;0.058;NA;1.001;NA;1.001;NA;1.053;NA
5990;;;;;;No Dam;37;NA;1.367;NA;1.933;NA;1.001;NA;1.001;NA;1.053;NA
6000;;;;;;No Dam;38;NA;1.747;NA;1.541;NA;1.001;NA;1.001;NA;1.053;NA
6004.091698;;;;;;Ice Dam;39;39;1.747;NA;0.549;NA;1.001;NA;1.001;NA;1.053;NA
6010;;;;;;No Dam;39;NA;0.538;NA;0.71;NA;1;NA;1.001;NA;1.053;NA
6020;GPS0034;6988086.076;563212.491;91.541;soknaicedamsurvy;No Dam;39;NA;0.538;0.538;0.633;0.633;1;1;1.001;1.001;1.053;1.53...
6030;;;;;;No Dam;39;NA;0.538;NA;0.598;NA;1;NA;1.001;NA;1.053;NA
6040;;;;;;No Dam;39;NA;0.396;NA;0.227;NA;1;NA;1.001;NA;1.093;NA
6050;;;;;;No Dam;23;NA;0.396;NA;0.205;NA;1;NA;1.001;NA;1.093;NA
6060;;;;;;No Dam;26;NA;0.073;NA;0.155;NA;1;NA;1.001;NA;1.093;NA
6070;;;;;;No Dam;28;NA;0.073;NA;0.099;NA;1;NA;1.001;NA;1.093;NA
6080;;;;;;No Dam;30;NA;0.351;NA;0.245;NA;1.001;NA;1.001;NA;1.093;NA
6090;;;;;;No Dam;29;NA;0.351;NA;0.308;NA;1.001;NA;1.001;NA;1.093;NA
6100;;;;;;No Dam;28;NA;0.538;NA;0.558;NA;1.001;NA;1.001;NA;1.093;NA
6110;;;;;;No Dam;29;NA;0.538;NA;0.635;NA;1.002;NA;1.001;NA;1.093;NA
6120;;;;;;No Dam;29;NA;0.418;NA;0.364;NA;1.002;NA;1.001;NA;1.093;NA
6130;;;;;;No Dam;30;NA;0.418;NA;0.471;NA;1.002;NA;1.001;NA;1.093;NA
6140;;;;;;No Dam;30;NA;0.624;NA;0.615;NA;1.002;NA;1.001;NA;1.093;NA
6150;;;;;;No Dam;28;NA;0.624;NA;0.721;NA;1.001;NA;1.008;NA;1.093;NA
6160;;;;;;No Dam;31;NA;0.842;NA;1.06;NA;1.001;NA;1.008;NA;1.093;NA
6170;;;;;;No Dam;32;NA;0.842;NA;1.154;NA;1.001;NA;1.008;NA;1.093;NA
6180;;;;;;No Dam;32;NA;0.815;NA;0.486;NA;1.001;NA;1.008;NA;1.093;NA
6190;;;;;;No Dam;30;NA;0.815;NA;0.667;NA;1.001;NA;1.008;NA;1.093;NA
6200;;;;;;No Dam;30;NA;0.804;NA;1.123;NA;1.003;NA;1.008;NA;1.093;NA
6210;;;;;;No Dam;30;NA;0.804;NA;0.751;NA;1.005;NA;1.008;NA;1.093;NA
6220;;;;;;No Dam;32;NA;1.199;NA;0.746;NA;1.01;NA;1.008;NA;1.093;NA
6230;;;;;;No Dam;32;NA;1.199;NA;1.273;NA;1.016;NA;1.008;NA;1.093;NA
6237.489737;;;;;;Ice Dam;34;34;1.985;NA;1.842;NA;1.022;NA;1.008;NA;1.093;NA
6240;;;;;;No Dam;35;NA;1.985;NA;1.921;NA;1.03;NA;1.008;NA;1.093;NA
6248.177671;GPS0035;6988300.743;563117.185;90.581;soknaicedamsurvy;Ice Dam;35;35;1.145;1.145;1.699;1.699;1.034;1.034;1.008;1.008;1.093;1.93
6250;;;;;;No Dam;35;NA;1.145;NA;1.521;NA;1.035;NA;1.008;NA;1.093;NA
6260;GPS0036;6988312.988;563117.829;89.636;soknaicedamsurvy;No Dam;34;NA;1.145;1.145;1.153;1.153;1.04;1.04;1.008;1.008;1.093;1.93.
6270;;;;;;No Dam;31;NA;1.145;NA;1.247;NA;1.041;NA;1.008;NA;1.093;NA
6280;;;;;;No Dam;26;NA;1.092;NA;1.225;NA;1.043;NA;1.008;NA;1.093;NA
6290;;;;;;No Dam;26;NA;1.092;NA;0.815;NA;1.043;NA;1.008;NA;1.093;NA
6293.404354;;;;;;Ice Dam;25;25;1.113;NA;1.024;NA;1.04;NA;1.008;NA;1.093;NA
6300;;;;;;No Dam;24;NA;1.113;NA;1.637;NA;1.036;NA;1.008;NA;1.093;NA
6310;GPS0037;6988362.487;563113.476;88.952;soknaicedamsurvy;No Dam;22;NA;2.213;2.213;1.552;1.552;1.035;1.035;1.008;1.008;1.093;1.93.
6320;;;;;;No Dam;21;NA;2.213;NA;1.961;NA;1.031;NA;1.008;NA;1.093;NA
6330;;;;;;No Dam;20;NA;2.213;NA;2.911;NA;1.022;NA;1.008;NA;1.093;NA
6340;;;;;;No Dam;24;NA;1.713;NA;2.063;NA;1.016;NA;1.008;NA;1.093;NA
6344.150939;;;;;;Ice Dam;26;26;1.713;NA;0.46;NA;1.01;NA;1.008;NA;1.093;NA
6350;;;;;;No Dam;23;NA;0.673;NA;0.63;NA;1.006;NA;1.008;NA;1.093;NA
6360;GPS0038;6988410.56;563134.156;87.993;soknaicedamsurvy;No Dam;25;NA;0.673;0.673;0.755;0.755;1.005;1.005;1.008;1.008;1.093;1.93.
6370;;;;;;No Dam;26;NA;0.673;NA;0.705;NA;1.004;NA;1.008;NA;1.093;NA
6380;;;;;;No Dam;29;NA;0.103;NA;0.145;NA;1.002;NA;1.008;NA;1.093;NA
6390;;;;;;No Dam;30;NA;0.103;NA;0.001;NA;1.001;NA;1.008;NA;1.093;NA
6400;;;;;;No Dam;33;NA;0.021;NA;0.083;NA;1.001;NA;1.008;NA;1.093;NA
6410;;;;;;No Dam;35;NA;0.021;NA;0.094;NA;1;NA;1.008;NA;1.093;NA
6420;;;;;;No Dam;36;NA;0.353;NA;0.259;NA;1;NA;1.008;NA;1.093;NA
6430;;;;;;No Dam;37;NA;0.353;NA;0.373;NA;1;NA;1.001;NA;1.093;NA
6440;;;;;;No Dam;37;NA;0.494;NA;0.694;NA;1;NA;1.001;NA;1.093;NA
6450;;;;;;No Dam;36;NA;0.494;NA;1.023;NA;1;NA;1.001;NA;1.093;NA
6460;;;;;;No Dam;38;NA;1.672;NA;1.094;NA;1;NA;1.001;NA;1.093;NA
6470;;;;;;No Dam;37;NA;1.672;NA;1.203;NA;1.001;NA;1.001;NA;1.093;NA
6480;;;;;;No Dam;39;NA;0.795;NA;0.987;NA;1.001;NA;1.001;NA;1.093;NA
6490;;;;;;No Dam;40;NA;0.795;NA;0.999;NA;1.001;NA;1.001;NA;1.093;NA
6500;;;;;;No Dam;41;NA;1.275;NA;1.135;NA;1.001;NA;1.001;NA;1.093;NA
6510;;;;;;No Dam;39;NA;1.275;NA;1.302;NA;1.001;NA;1.001;NA;1.093;NA
6520;;;;;;No Dam;38;NA;0.734;NA;0.967;NA;1.001;NA;1.001;NA;1.093;NA
6530;;;;;;No Dam;37;NA;0.734;NA;0.58;NA;1.001;NA;1.001;NA;1.093;NA
6540;;;;;;No Dam;34;NA;0.582;NA;0.477;NA;1.001;NA;1.001;NA;1.093;NA
6549.352034;;;;;;Ice Dam;31;31;0.582;NA;0.595;NA;1.001;NA;1.001;NA;1.093;NA
6550;;;;;;No Dam;31;NA;0.723;NA;0.711;NA;1.001;NA;1.001;NA;1.093;NA
6560;GPS0039;6988596.947;563221.443;86.423;soknaicedamsurvy;No Dam;29;NA;0.723;0.723;0.928;0.928;1.001;1.001;1.007;1.007;1.093;1.93.
6570;;;;;;No Dam;27;NA;0.723;NA;0.982;NA;1.001;NA;1.007;NA;1.093;NA
6580;;;;;;No Dam;27;NA;1.522;NA;1.527;NA;1.001;NA;1.007;NA;1.093;NA
6590;;;;;;No Dam;27;NA;1.522;NA;1.546;NA;1.001;NA;1.007;NA;1.093;NA
6600;;;;;;No Dam;28;NA;1.699;NA;1.685;NA;1.001;NA;1.007;NA;1.093;NA
6608.587404;;;;;;Ice Dam;29;29;1.699;NA;1.62;NA;1.002;NA;1.007;NA;1.093;NA
6610;;;;;;No Dam;29;NA;0.894;NA;1.037;NA;1.003;NA;1.007;NA;1.093;NA
6620;GPS0040;6988649.239;563247.022;87.941;soknaicedamsurvy;No Dam;30;NA;0.894;0.894;0.622;0.622;1.005;1.005;1.007;1.007;1.093;1.93.
6630;;;;;;No Dam;31;NA;0.894;NA;0.593;NA;1.005;NA;1.007;NA;1.093;NA
6640;;;;;;No Dam;32;NA;0.424;NA;0.429;NA;1.009;NA;1.007;NA;1.056;NA
6650;;;;;;No Dam;34;NA;0.424;NA;0.399;NA;1.012;NA;1.007;NA;1.056;NA
6660;;;;;;No Dam;32;NA;0.406;NA;0.328;NA;1.014;NA;1.007;NA;1.056;NA
6670;;;;;;No Dam;33;NA;0.406;NA;0.483;NA;1.015;NA;1.007;NA;1.056;NA
6680;;;;;;No Dam;35;NA;0.726;NA;0.631;NA;1.016;NA;1.007;NA;1.056;NA
6690;;;;;;No Dam;37;NA;0.726;NA;0.798;NA;1.016;NA;1.007;NA;1.056;NA
6700;;;;;;No Dam;35;NA;0.825;NA;0.77;NA;1.015;NA;1.007;NA;1.056;NA
6710;;;;;;No Dam;34;NA;0.825;NA;0.855;NA;1.012;NA;1.06;NA;1.056;NA
6720;;;;;;No Dam;33;NA;0.569;NA;0.801;NA;1.014;NA;1.06;NA;1.056;NA
6730;;;;;;No Dam;32;NA;0.569;NA;0.672;NA;1.019;NA;1.06;NA;1.056;NA
6740;;;;;;No Dam;33;NA;1.219;NA;1.091;NA;1.031;NA;1.06;NA;1.056;NA
6750;;;;;;No Dam;38;NA;1.219;NA;1.473;NA;1.042;NA;1.06;NA;1.056;NA
6760;;;;;;No Dam;33;NA;1.258;NA;1.222;NA;1.051;NA;1.06;NA;1.056;NA
6770;;;;;;No Dam;30;NA;1.258;NA;1.108;NA;1.058;NA;1.06;NA;1.056;NA
6780;;;;;;No Dam;23;NA;2.08;NA;1.999;NA;1.062;NA;1.06;NA;1.056;NA
6780.550575;;;;;;Ice Dam;23;23;2.08;NA;2.709;NA;1.063;NA;1.06;NA;1.056;NA
6790;;;;;;No Dam;23;NA;2.664;NA;2.947;NA;1.062;NA;1.06;NA;1.056;NA
6800;GPS0041;6988772.978;563364.669;83.84;soknaicedamsurvy;No Dam;23;NA;2.664;2.664;2.903;2.903;1.062;1.062;1.06;1.06;1.056;1.56.
6810;;;;;;No Dam;22;NA;2.664;NA;2.01;NA;1.058;NA;1.06;NA;1.056;NA
6820;;;;;;No Dam;24;NA;1.097;NA;1.013;NA;1.05;NA;1.06;NA;1.056;NA
6830;;;;;;No Dam;25;NA;1.097;NA;0.731;NA;1.035;NA;1.06;NA;1.056;NA
6840;;;;;;No Dam;27;NA;0.229;NA;0.298;NA;1.016;NA;1.06;NA;1.056;NA
6850;;;;;;No Dam;26;NA;0.229;NA;0.31;NA;1.008;NA;1.058;NA;1.056;NA
6860;;;;;;No Dam;27;NA;0.379;NA;0.186;NA;1.013;NA;1.058;NA;1.056;NA
6870;;;;;;No Dam;24;NA;0.379;NA;0.522;NA;1.029;NA;1.058;NA;1.056;NA
6880;;;;;;No Dam;26;NA;1.093;NA;1.338;NA;1.039;NA;1.058;NA;1.056;NA
6882.781218;;;;;;Ice Dam;26;26;1.093;NA;1.085;NA;1.046;NA;1.058;NA;1.056;NA
6890;;;;;;No Dam;36;NA;1.873;NA;1.489;NA;1.052;NA;1.058;NA;1.056;NA
6900;GPS0042;6988872.521;563375.527;82.103;soknaicedamsurvy;No Dam;32;NA;1.873;1.873;1.86;1.86;1.054;1.054;1.058;1.058;1.056;1.56.
6910;;;;;;No Dam;30;NA;1.873;NA;2.551;NA;1.057;NA;1.058;NA;1.056;NA
6917.384488;;;;;;Ice Dam;27;27;1.981;NA;2.286;NA;1.061;NA;1.058;NA;1.056;NA
6920;;;;;;No Dam;27;NA;1.981;NA;1.203;NA;1.063;NA;1.058;NA;1.002;NA
6930;GPS0043;6988892.072;563404.941;82.294;soknaicedamsurvy;No Dam;25;NA;0.53;0.53;0.961;0.961;1.063;1.063;1.058;1.058;1.002;1.2.
6940;;;;;;No Dam;25;NA;0.53;NA;0.823;NA;1.063;NA;1.058;NA;1.002;NA
6950;;;;;;No Dam;25;NA;0.53;NA;0.293;NA;1.06;NA;1.058;NA;1.002;NA
6960;;;;;;No Dam;28;NA;0.242;NA;0.141;NA;1.054;NA;1.058;NA;1.002;NA
6970;;;;;;No Dam;33;NA;0.242;NA;0.278;NA;1.043;NA;1.058;NA;1.002;NA
6980;;;;;;No Dam;40;NA;0.219;NA;0.224;NA;1.029;NA;1.058;NA;1.002;NA
6990;;;;;;No Dam;41;NA;0.219;NA;0.329;NA;1.01;NA;1.002;NA;1.002;NA
7000;;;;;;No Dam;41;NA;0.447;NA;0.535;NA;1.001;NA;1.002;NA;1.002;NA
7010;;;;;;No Dam;41;NA;0.447;NA;0.378;NA;1.001;NA;1.002;NA;1.002;NA
